id,exam,year,session,number,dataset_status,question_type,category,subcategory,topic,classification_confidence,classification_status,case_id,case_text,preceding_context_ids,question,choices,correct_answers,accepted_answer_sets,correct_answer_value,special_status,requires_image,excluded,exclusion_reason,needs_review,review_reasons,question_url,question_pages,answer_url,answer_page
109-AM-101,109,2020,AM,101,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-04,"A さん(cid:31)80 歳、男性!は、妻(cid:31)80 歳!と(cid:2)人暮らし。血管性認知症でパーキンソニズ
vascular dementia
ムがみられる。認知症高齢者の日常生活自立度判定基準ランクⅡb、要介護(cid:2)。普段
は妻が A さんの身の回りの世話をしているが、妻が入院したため短期入所療養介護
のサービスを受けることになった。入所時の A さんは歩行開始困難、加速歩行、す
くみ足などの歩行障害がみられた。A さんは｢最近、家の中でつまずくことが多くな
りました｣と入所中の施設の看護師に話した。","[""109-AM-100""]","入所初日の夜、A さんはトイレに行った後、入所者 B さんの部屋に入ったとい
う夜勤者からの申し送りがあった。
A さんへの対応で最も適切なのはどれか。","[""A さんの部屋の前に A さんが認識しやすい目印を掲示する。"", ""夜間は(cid:2)時間ごとに A さんを起こしてトイレに誘導する。"", ""夜間は尿器を使用することを A さんに勧める。"", ""A さんと B さんの部屋を入れ替える。""]",[1],[[1]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[40],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-102,109,2020,AM,102,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-04,"A さん(cid:31)80 歳、男性!は、妻(cid:31)80 歳!と(cid:2)人暮らし。血管性認知症でパーキンソニズ
vascular dementia
ムがみられる。認知症高齢者の日常生活自立度判定基準ランクⅡb、要介護(cid:2)。普段
は妻が A さんの身の回りの世話をしているが、妻が入院したため短期入所療養介護
のサービスを受けることになった。入所時の A さんは歩行開始困難、加速歩行、す
くみ足などの歩行障害がみられた。A さんは｢最近、家の中でつまずくことが多くな
りました｣と入所中の施設の看護師に話した。","[""109-AM-100"", ""109-AM-101""]","A さんは｢もっと歩けるようになりたい。妻の負担にならずに生活できるように
なりたい｣と話している。
退所後に A さんが利用する介護給付におけるサービスで最も適切なのはどれか。","[""訪問介護"", ""療養通所介護"", ""通所リハビリテーション"", ""認知症対応型共同生活介護(cid:24)認知症高齢者グループホーム(cid:25)""]",[3],[[3]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[41],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-103,109,2020,AM,103,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-05,"A 君(cid:31)(cid:13)歳、男児、小学(cid:5)年生!は、父親(cid:31)40 歳、会社員!と母親(cid:31)38 歳、主婦!との(cid:5)
人暮らし。多飲と夜尿を主訴に小児科を受診した。尿糖(cid:6)袷のため、(cid:4)型糖尿病の疑
type 1 diabetes mellitus
いで病院に紹介され、精密検査を目的に入院した。A 君は身長 123 cm、体重 27.5 kg
(cid:31)(cid:4)か月前の体重は 29.5 kg!。入院時のバイタルサインは、体温 36.9 ℃、脈拍 100/分、
血圧 98/42 mmHg。随時血糖 300 mg/dL、HbA1c 9.3 %、抗グルタミン酸デカルボ
キシラーゼ(cid:24)GAD(cid:25)抗体陽性。尿糖(cid:6)袷、尿ケトン体(cid:5)袷。血液ガス分析 pH 7.02 で
あった。",[],入院時に確認する症状はどれか。(cid:2)つ選べ。,"[""咳 嗽"", ""腹 痛"", ""浮 腫"", ""発 疹"", ""意識レベル""]","[2, 5]","[[2, 5]]",,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[42],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-104,109,2020,AM,104,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-05,"A 君(cid:31)(cid:13)歳、男児、小学(cid:5)年生!は、父親(cid:31)40 歳、会社員!と母親(cid:31)38 歳、主婦!との(cid:5)
人暮らし。多飲と夜尿を主訴に小児科を受診した。尿糖(cid:6)袷のため、(cid:4)型糖尿病の疑
type 1 diabetes mellitus
いで病院に紹介され、精密検査を目的に入院した。A 君は身長 123 cm、体重 27.5 kg
(cid:31)(cid:4)か月前の体重は 29.5 kg!。入院時のバイタルサインは、体温 36.9 ℃、脈拍 100/分、
血圧 98/42 mmHg。随時血糖 300 mg/dL、HbA1c 9.3 %、抗グルタミン酸デカルボ
キシラーゼ(cid:24)GAD(cid:25)抗体陽性。尿糖(cid:6)袷、尿ケトン体(cid:5)袷。血液ガス分析 pH 7.02 で
あった。","[""109-AM-103""]","入院後、インスリンの持続点滴静脈内注射が開始された。入院後(cid:5)日に血糖値が
安定し、インスリンの持続点滴静脈内注射が中止された。ペン型注射器によるイン
スリン療法が開始され、看護師は母親と A 君に自己血糖測定とインスリン自己注
射について説明した。A 君は｢自分で注射するなんてできない｣と言ってインスリ
ン自己注射の練習が進まない。
A 君への看護師の対応で最も適切なのはどれか。","[""インスリン自己注射の必要性を繰り返し説明する。"", ""A 君が納得するまで母親にインスリン注射をしてもらう。"", ""インスリン自己注射ができるようになったら退院できると話す。"", ""インスリン自己注射をしている同年代の糖尿病患児と話す機会を作る。""]",[4],[[4]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[43],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-105,109,2020,AM,105,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-05,"A 君(cid:31)(cid:13)歳、男児、小学(cid:5)年生!は、父親(cid:31)40 歳、会社員!と母親(cid:31)38 歳、主婦!との(cid:5)
人暮らし。多飲と夜尿を主訴に小児科を受診した。尿糖(cid:6)袷のため、(cid:4)型糖尿病の疑
type 1 diabetes mellitus
いで病院に紹介され、精密検査を目的に入院した。A 君は身長 123 cm、体重 27.5 kg
(cid:31)(cid:4)か月前の体重は 29.5 kg!。入院時のバイタルサインは、体温 36.9 ℃、脈拍 100/分、
血圧 98/42 mmHg。随時血糖 300 mg/dL、HbA1c 9.3 %、抗グルタミン酸デカルボ
キシラーゼ(cid:24)GAD(cid:25)抗体陽性。尿糖(cid:6)袷、尿ケトン体(cid:5)袷。血液ガス分析 pH 7.02 で
あった。","[""109-AM-103"", ""109-AM-104""]","A 君と母親は、自己血糖測定とインスリン自己注射に関する手技を身につけて
退院し、外来通院となった。退院後(cid:2)か月、A 君と母親が定期受診で来院した際、
看護師が A 君に生活の様子を尋ねたところ｢学校では血糖測定もインスリン注射も
やっているよ。給食は楽しみで好き嫌いなく食べているよ｣と話した。母親は｢帰宅
時に時々手の震えや空腹感を訴え、血糖を測定すると 60 mg/dL 台のことがあり、
自分で補食を選んで食べています。なぜ日によって低血糖になることがあるので
しょうか｣と話している。
看護師が A 君の低血糖の原因をアセスメントする際に優先して収集すべき情報
はどれか。","[""インスリン自己注射に対する A 君の認識"", ""学校内でインスリン自己注射を行う場所"", ""学校での運動量"", ""給食の摂取量""]",[3],[[3]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[43],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-106,109,2020,AM,106,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-06,"A さん(cid:31)28 歳、初妊婦!は、夫(cid:31)30 歳、会社員!と(cid:2)人暮らし。妊娠 37 週(cid:10)日で妊
婦健康診査のため来院した。身長 160 cm、体重 62 kg(cid:31)非妊時体重 54 kg!。血圧
122/74 mmHg。Hb 12.1 g/dL、Ht 36 %。尿蛋白(cid:31)安!、尿糖(cid:31)安!。下肢に軽度の浮腫
を認める。子宮底長 32 cm、推定胎児体重 2,810 g。A さんは｢(cid:4)時間に(cid:2)、(cid:5)回お腹
が張ることがありますが、休んでいるとおさまります｣と言う。",[],このときの A さんの状態で正しいのはどれか。,"[""陣痛発来"", ""正常な妊娠経過"", ""胎児発育不全(cid:24)FGR(cid:25)\nfetal growth restriction"", ""妊娠高血圧症候群(cid:24)HDP(cid:25)\nhypertensive disorders of pregnancy""]",[2],[[2]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[44],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-107,109,2020,AM,107,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-06,"A さん(cid:31)28 歳、初妊婦!は、夫(cid:31)30 歳、会社員!と(cid:2)人暮らし。妊娠 37 週(cid:10)日で妊
婦健康診査のため来院した。身長 160 cm、体重 62 kg(cid:31)非妊時体重 54 kg!。血圧
122/74 mmHg。Hb 12.1 g/dL、Ht 36 %。尿蛋白(cid:31)安!、尿糖(cid:31)安!。下肢に軽度の浮腫
を認める。子宮底長 32 cm、推定胎児体重 2,810 g。A さんは｢(cid:4)時間に(cid:2)、(cid:5)回お腹
が張ることがありますが、休んでいるとおさまります｣と言う。","[""109-AM-106""]","妊婦健康診査後、A さんは｢数日前から頻回に尿意を感じるようになり、夜間も
トイレへ行くために目が覚め、よく眠れない｣と看護師に訴えてきた。A さんに排
尿時痛および残尿感はない。
A さんへの看護師の対応で適切なのはどれか。","[""水分摂取を促す。"", ""骨盤底筋群の運動を促す。"", ""分娩後には改善する可能性が高いと説明する。"", ""睡眠薬の処方について医師に相談すると伝える。""]",[3],[[3]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[44],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-108,109,2020,AM,108,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-06,"A さん(cid:31)28 歳、初妊婦!は、夫(cid:31)30 歳、会社員!と(cid:2)人暮らし。妊娠 37 週(cid:10)日で妊
婦健康診査のため来院した。身長 160 cm、体重 62 kg(cid:31)非妊時体重 54 kg!。血圧
122/74 mmHg。Hb 12.1 g/dL、Ht 36 %。尿蛋白(cid:31)安!、尿糖(cid:31)安!。下肢に軽度の浮腫
を認める。子宮底長 32 cm、推定胎児体重 2,810 g。A さんは｢(cid:4)時間に(cid:2)、(cid:5)回お腹
が張ることがありますが、休んでいるとおさまります｣と言う。","[""109-AM-106"", ""109-AM-107""]","A さんは｢初めての育児なので不安です。実家の母が手伝いに来てくれる予定で
すが、夫は忙しくていつも 22 時ころにならないと帰ってきません｣と言う。
A さんへの看護師の対応で最も適切なのはどれか。","[""｢新生児訪問指導の時に相談してください｣"", ""｢夫に早く帰ってきてもらうよう相談してください｣"", ""｢実母以外にも手伝ってくれる人をみつけましょう｣"", ""｢育児について不安に思っている内容を一緒に確認しましょう｣""]",[4],[[4]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[45],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-109,109,2020,AM,109,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-07,"在胎 39 週(cid:6)日で、正常分娩で出生した児。出生体重 3,000 g、身長 48.0 cm。出生
直後、児に付着していた羊水をふき取り、インファントラジアントウォーマーの下で
観察を行った。体温 37.5 ℃、呼吸数 56/分、心拍数 150/分、呼吸音は異常なし。
看護師は観察を終え、温めておいたベビー服を着衣させ、同様に温めておいた寝具
を用いて準備をしたコットに児を寝かせた。コットは壁際や窓辺を避け、空調の排気
口からの風が当たらない場所に配置した。",[],"看護師が児の体温保持のために行ったことと、それにより予防される熱の喪失経
路との組合せで正しいのはどれか。","[""羊水をふき取ったこと 蒸 散"", ""観察をインファントラジアントウォーマーの下で行ったこと 対 流"", ""温めたベビー服と寝具を用いたこと 輻 射"", ""風が当たらない場所にコットを配置したこと 伝 導""]",[1],[[1]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[46],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-110,109,2020,AM,110,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-07,"在胎 39 週(cid:6)日で、正常分娩で出生した児。出生体重 3,000 g、身長 48.0 cm。出生
直後、児に付着していた羊水をふき取り、インファントラジアントウォーマーの下で
観察を行った。体温 37.5 ℃、呼吸数 56/分、心拍数 150/分、呼吸音は異常なし。
看護師は観察を終え、温めておいたベビー服を着衣させ、同様に温めておいた寝具
を用いて準備をしたコットに児を寝かせた。コットは壁際や窓辺を避け、空調の排気
口からの風が当たらない場所に配置した。","[""109-AM-109""]","生後(cid:4)日。児の状態は、体温 37.0 ℃、呼吸数 48/分、心拍数 120/分、呼吸音は
異常なし。体重 2,850 g。出生後から現在までの状態は安定していた。母親も分娩
時の疲労から回復し、産後の状態も安定しているため、母児同室を開始することと
なった。この施設では、自律授乳を行っている。
母親へのオリエンテーションの内容で適切なのはどれか。","[""｢新生児室へ行く時は、赤ちゃんをコットに寝かせて移動してください｣"", ""｢沐浴の時は、赤ちゃんのネームバンドを外しましょう｣"", ""｢赤ちゃんの体温は(cid:4)時間おきに測ってください｣"", ""｢授乳は(cid:5)時間ごとにしてください｣""]",[1],[[1]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[46],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-111,109,2020,AM,111,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-07,"在胎 39 週(cid:6)日で、正常分娩で出生した児。出生体重 3,000 g、身長 48.0 cm。出生
直後、児に付着していた羊水をふき取り、インファントラジアントウォーマーの下で
観察を行った。体温 37.5 ℃、呼吸数 56/分、心拍数 150/分、呼吸音は異常なし。
看護師は観察を終え、温めておいたベビー服を着衣させ、同様に温めておいた寝具
を用いて準備をしたコットに児を寝かせた。コットは壁際や窓辺を避け、空調の排気
口からの風が当たらない場所に配置した。","[""109-AM-109"", ""109-AM-110""]","生後(cid:5)日。看護師が朝の観察を行った時の児の状態は、体温 37.0 ℃、呼吸数
40/分、心拍数 130/分。体重 2,680 g。顔面と胸部の皮膚に黄染が認められる。そ
の他の部位は淡紅色である。手関節と足関節の皮膚に落屑がある。尿は(cid:11)回/日、
便は(cid:2)回/日で移行便である。
児の状態で生理的特徴から逸脱しているのはどれか。","[""体 温"", ""呼吸数"", ""皮膚色"", ""体重減少率"", ""皮膚の落屑""]",[4],[[4]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[47],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-112,109,2020,AM,112,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-08,"A さん(cid:31)男性、26 歳、会社員!は、高校時代に自閉症スペクトラム障害の診断を受
autism spectrum disorder
け、外来通院をしながら仕事を続けていた。これまでの職場ではストレスが少なく、
規則正しい生活ができていた。しかし、(cid:4)か月前に新しい職場に異動になってから生
活が不規則となり、数日前より無断欠勤が続いている。同居している家族に対して
A さんは｢家にいると仕事のことばかり考えてしまい眠れない。食欲もないし、環境
を変えてゆっくり休みたい｣と話したため、A さんは家族とともに精神科外来を受診
し、休養目的で任意入院することになった。",[],看護師が入院時に聴取する情報で優先度が高いのはどれか。,"[""業務量の変化"", ""職場での人間関係"", ""最近(cid:4)か月の生活状況"", ""無断欠勤に対する親の反応""]",[3],[[3]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[48],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-113,109,2020,AM,113,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-08,"A さん(cid:31)男性、26 歳、会社員!は、高校時代に自閉症スペクトラム障害の診断を受
autism spectrum disorder
け、外来通院をしながら仕事を続けていた。これまでの職場ではストレスが少なく、
規則正しい生活ができていた。しかし、(cid:4)か月前に新しい職場に異動になってから生
活が不規則となり、数日前より無断欠勤が続いている。同居している家族に対して
A さんは｢家にいると仕事のことばかり考えてしまい眠れない。食欲もないし、環境
を変えてゆっくり休みたい｣と話したため、A さんは家族とともに精神科外来を受診
し、休養目的で任意入院することになった。","[""109-AM-112""]","入院中の A さんは、面会や検査等の予定が急に変更になると混乱し、看護師に
対して予定を繰り返し確認することがあった。
このときの A さんへの看護師の対応で適切なのはどれか。","[""文字や図を用いて説明する。"", ""確認を繰り返す理由を尋ねる。"", ""複数の情報を同時に提供する。"", ""状況を考えて行動するよう説明する。""]",[1],[[1]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[48],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-114,109,2020,AM,114,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-08,"A さん(cid:31)男性、26 歳、会社員!は、高校時代に自閉症スペクトラム障害の診断を受
autism spectrum disorder
け、外来通院をしながら仕事を続けていた。これまでの職場ではストレスが少なく、
規則正しい生活ができていた。しかし、(cid:4)か月前に新しい職場に異動になってから生
活が不規則となり、数日前より無断欠勤が続いている。同居している家族に対して
A さんは｢家にいると仕事のことばかり考えてしまい眠れない。食欲もないし、環境
を変えてゆっくり休みたい｣と話したため、A さんは家族とともに精神科外来を受診
し、休養目的で任意入院することになった。","[""109-AM-112"", ""109-AM-113""]","入院後(cid:4)か月、A さんは十分な休養が得られた。退院後の職場復帰にあたり、A
さんから｢仕事がうまくいかないと、すごく混乱して落ち着かなくなってしまう。
そうなった時はどうしたら良いか｣と看護師に相談があった。
A さんへの助言で適切なのはどれか。","[""｢混乱する A さんを職場の人がどう見ているか想像しましょう｣"", ""｢多くの人からアドバイスをもらいましょう｣"", ""｢混乱した原因を周囲の人に説明しましょう｣"", ""｢(cid:4)人で落ち着ける場所に移動しましょう｣""]",[4],[[4]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[49],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-115,109,2020,AM,115,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-09,"A さん(cid:31)57 歳、男性!は、妻(cid:31)55 歳!と長女(cid:31)28 歳!の(cid:5)人暮らし。(cid:6)年前に直腸癌と
rectal cancer
診断され、手術を受けてストーマを造設した。その後、A さんは直腸癌を再発し、
治療を行ったが効果がなく、腹部のがん(cid:2)痛を訴えたため、(cid:2)痛をコントロールする
目的で入院した。主治医から A さんと家族に余命(cid:6)か月程度と告知され、A さんは
｢痛みは取り除いてほしいが、延命治療は望まない。自宅で好きなことをして過ごし
たい｣と話している。現在、A さんはオキシコドン塩酸塩を(cid:4)日(cid:2)回内服し、痛みが
なければ日常生活動作(cid:24)ADL(cid:25)は、ほぼ自立している。",[],"A さんは退院後に訪問診療と訪問看護を利用することになり、今後の支援の方
向性を確認するため、退院前に A さんと家族も参加するカンファレンスを開催し
た。
カンファレンスで確認する内容で最も優先度が高いのはどれか。","[""看取りの場所"", ""ストーマパウチの交換方法"", ""訪問リハビリテーションの必要性"", ""退院後の生活で A さんが行いたいこと""]",[4],[[4]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[50],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-116,109,2020,AM,116,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-09,"A さん(cid:31)57 歳、男性!は、妻(cid:31)55 歳!と長女(cid:31)28 歳!の(cid:5)人暮らし。(cid:6)年前に直腸癌と
rectal cancer
診断され、手術を受けてストーマを造設した。その後、A さんは直腸癌を再発し、
治療を行ったが効果がなく、腹部のがん(cid:2)痛を訴えたため、(cid:2)痛をコントロールする
目的で入院した。主治医から A さんと家族に余命(cid:6)か月程度と告知され、A さんは
｢痛みは取り除いてほしいが、延命治療は望まない。自宅で好きなことをして過ごし
たい｣と話している。現在、A さんはオキシコドン塩酸塩を(cid:4)日(cid:2)回内服し、痛みが
なければ日常生活動作(cid:24)ADL(cid:25)は、ほぼ自立している。","[""109-AM-115""]","退院後、A さんは痛みが強くなってきたため、主治医はオキシコドン塩酸塩を
増量したが、A さんは眠気が強くなり｢薬を飲みたくない｣と訴えた。そのため、
フェンタニル貼付剤に切り替え、レスキュー薬としてフェンタニルクエン酸塩舌下
錠が処方された。
訪問看護師による A さんの家族への(cid:2)痛緩和のための薬物療法の指導で適切な
のはどれか。","[""副作用で便秘が生じた場合には貼付しない。"", ""残ったオキシコドン塩酸塩は自宅で保管する。"", ""レスキュー薬は使用間隔を気にせず使用してよい。"", ""フェンタニル貼付剤の交換時に家族が貼付面に触れないようにする。""]",[4],[[4]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[51],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-117,109,2020,AM,117,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-09,"A さん(cid:31)57 歳、男性!は、妻(cid:31)55 歳!と長女(cid:31)28 歳!の(cid:5)人暮らし。(cid:6)年前に直腸癌と
rectal cancer
診断され、手術を受けてストーマを造設した。その後、A さんは直腸癌を再発し、
治療を行ったが効果がなく、腹部のがん(cid:2)痛を訴えたため、(cid:2)痛をコントロールする
目的で入院した。主治医から A さんと家族に余命(cid:6)か月程度と告知され、A さんは
｢痛みは取り除いてほしいが、延命治療は望まない。自宅で好きなことをして過ごし
たい｣と話している。現在、A さんはオキシコドン塩酸塩を(cid:4)日(cid:2)回内服し、痛みが
なければ日常生活動作(cid:24)ADL(cid:25)は、ほぼ自立している。","[""109-AM-115"", ""109-AM-116""]","退院後(cid:5)か月。A さんの食事や水分の摂取量は減り、徐々に傾眠傾向になって
きた。A さんの妻は訪問看護師に｢少し怖いが、できればこのまま自宅で看ていき
たい｣と話した。
A さんを自宅で看取るための訪問看護師の対応で適切なのはどれか。","[""高カロリー輸液の開始を医師と相談する。"", ""A さんの清潔ケアは看護師が行うことを妻に伝える。"", ""今後起こりうる A さんの状態の変化を妻に説明する。"", ""A さんが亡くなるまで家族がそばを離れないように伝える。""]",[3],[[3]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[51],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-118,109,2020,AM,118,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-10,"A さん(cid:31)75 歳、女性!は、脂質異常症と高血圧症で通院中で、定期受診のため、外
dyslipidemia hypertension
来待合室で順番を待っていた。A さんは、待合室の雑誌を取ろうと立ち上がり、歩
こうとしたところ、右足が思うように動かず引きずって歩いた。外来看護師が声をか
けると、A さんは｢らいじょうぶ｣と返答したが、ろれつが回らなかった。",[],この時の A さんの症状はどれか。,"[""痙 縮"", ""失 語"", ""構音障害"", ""パーキンソニズム""]",[3],[[3]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[52],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
109-AM-119,109,2020,AM,119,pending_review,状況設定問題,,,,,pending_review,109-AM-CASE-10,"A さん(cid:31)75 歳、女性!は、脂質異常症と高血圧症で通院中で、定期受診のため、外
dyslipidemia hypertension
来待合室で順番を待っていた。A さんは、待合室の雑誌を取ろうと立ち上がり、歩
こうとしたところ、右足が思うように動かず引きずって歩いた。外来看護師が声をか
けると、A さんは｢らいじょうぶ｣と返答したが、ろれつが回らなかった。","[""109-AM-118""]","検査の結果、A さんは左脳の運動野に脳梗塞を発症していることが分かった。A
cerebral infarction
さんは(cid:5)週間の入院治療を経て転院し、(cid:2)か月間のリハビリテーションを行うこと
になった。
転院先の医療機関に提供する情報で最も優先するのはどれか。","[""診療情報提供書"", ""要介護認定の申請書"", ""医療相談員の相談記録"", ""使用中の車椅子の機種"", ""身体障害者手帳の申請書""]",[1],[[1]],,,false,false,,true,"[""PDF文字の未解決グリフ"", ""分野分類・原本照合の未実施"", ""科目分類が未確認""]",https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05a_01.pdf,[52],https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/topics/dl/tp200414-05seitou.pdf,1
